	-1.494878	-0.015141
	-1.490492	-0.015465
	-1.485404	-0.015311
	-1.480152	-0.015184
	-1.474961	-0.015052
	-1.469977	-0.014910
	-1.464735	-0.014798
	-1.459544	-0.014714
	-1.454549	-0.014606
	-1.449416	-0.014473
	-1.444169	-0.014373
	-1.439060	-0.014199
	-1.433929	-0.014204
	-1.428807	-0.014027
	-1.423829	-0.013965
	-1.418693	-0.013883
	-1.413472	-0.013800
	-1.408308	-0.013709
	-1.403264	-0.013628
	-1.398067	-0.013540
	-1.392872	-0.013470
	-1.387782	-0.013391
	-1.382712	-0.013347
	-1.377601	-0.013236
	-1.372480	-0.013150
	-1.367377	-0.013066
	-1.362189	-0.012992
	-1.356992	-0.012902
	-1.351921	-0.012823
	-1.346711	-0.012742
	-1.341623	-0.012698
	-1.336628	-0.012625
	-1.331451	-0.012587
	-1.326292	-0.012532
	-1.321157	-0.012576
	-1.316151	-0.012484
	-1.311031	-0.012305
	-1.305943	-0.012295
	-1.300752	-0.012247
	-1.295675	-0.012159
	-1.290564	-0.012153
	-1.285381	-0.012127
	-1.280255	-0.012112
	-1.275262	-0.012079
	-1.270116	-0.012003
	-1.264987	-0.011947
	-1.259842	-0.011917
	-1.254696	-0.011943
	-1.249549	-0.012013
	-1.244513	-0.011898
	-1.239348	-0.011767
	-1.234180	-0.011730
	-1.229151	-0.011693
	-1.224203	-0.011695
	-1.219001	-0.011637
	-1.213955	-0.011572
	-1.208679	-0.011489
	-1.203562	-0.011424
	-1.198468	-0.011328
	-1.193304	-0.011310
	-1.188175	-0.011381
	-1.183068	-0.011381
	-1.177994	-0.011372
	-1.172829	-0.011215
	-1.167683	-0.011251
	-1.162589	-0.011260
	-1.157607	-0.011216
	-1.152412	-0.011145
	-1.147294	-0.011136
	-1.142127	-0.011094
	-1.136971	-0.011071
	-1.131855	-0.010963
	-1.126689	-0.011017
	-1.121552	-0.010965
	-1.116403	-0.010933
	-1.111407	-0.010854
	-1.106213	-0.010839
	-1.101115	-0.010844
	-1.096103	-0.010798
	-1.090739	-0.010756
	-1.085616	-0.010714
	-1.080525	-0.010701
	-1.075363	-0.010677
	-1.070195	-0.010676
	-1.065216	-0.010625
	-1.060104	-0.010597
	-1.054920	-0.010565
	-1.049923	-0.010561
	-1.044846	-0.010544
	-1.039695	-0.010562
	-1.034608	-0.010475
	-1.029545	-0.010523
	-1.024274	-0.010420
	-1.019155	-0.010475
	-1.014077	-0.010390
	-1.008995	-0.010359
	-1.003882	-0.010359
	-0.998312	-0.010306
	-0.989364	-0.010283
	-0.980733	-0.010187
	-0.975758	-0.010160
	-0.970472	-0.010142
	-0.965164	-0.010085
	-0.959919	-0.010105
	-0.954677	-0.010079
	-0.949375	-0.010059
	-0.944068	-0.010010
	-0.938601	-0.009970
	-0.933335	-0.009932
	-0.928018	-0.009918
	-0.922657	-0.009874
	-0.917353	-0.009878
	-0.911983	-0.009849
	-0.906639	-0.009793
	-0.901346	-0.009781
	-0.896069	-0.009762
	-0.890713	-0.009749
	-0.885481	-0.009714
	-0.880145	-0.009696
	-0.874630	-0.009672
	-0.869423	-0.009648
	-0.864024	-0.009634
	-0.858707	-0.009609
	-0.853448	-0.009588
	-0.848033	-0.009558
	-0.842747	-0.009539
	-0.837495	-0.009519
	-0.832137	-0.009487
	-0.826880	-0.009466
	-0.821360	-0.009446
	-0.816064	-0.009443
	-0.810783	-0.009373
	-0.805314	-0.009364
	-0.800158	-0.009301
	-0.794817	-0.009337
	-0.789443	-0.009325
	-0.784229	-0.009240
	-0.778898	-0.009265
	-0.773596	-0.009239
	-0.768344	-0.009212
	-0.763047	-0.009198
	-0.757625	-0.009147
