	380.000000	0.587406	0.003556	0.002089
	381.504173	0.584334	0.003560	0.002080
	383.008933	0.582637	0.003573	0.002082
	384.514733	0.587811	0.003557	0.002091
	386.019175	0.585699	0.003569	0.002091
	387.524005	0.584319	0.003562	0.002081
	389.028510	0.589473	0.003554	0.002095
	390.533437	0.584944	0.003557	0.002081
	392.038818	0.585312	0.003551	0.002078
	393.543427	0.585665	0.003562	0.002086
	395.048573	0.584460	0.003566	0.002084
	396.554278	0.585881	0.003567	0.002090
	398.058291	0.585061	0.003562	0.002084
	399.563341	0.589745	0.003557	0.002098
	401.074080	0.584669	0.003559	0.002081
	402.577697	0.583691	0.003556	0.002075
	404.081945	0.586852	0.003550	0.002083
	405.586882	0.585860	0.003556	0.002084
	407.091693	0.584664	0.003557	0.002080
	408.595698	0.591129	0.003546	0.002096
	410.099865	0.587931	0.003516	0.002067
	411.605039	0.588726	0.003552	0.002091
	413.109605	0.584906	0.003558	0.002081
	414.613568	0.585961	0.003557	0.002084
	416.119230	0.585959	0.003545	0.002077
	417.622682	0.588163	0.003546	0.002086
	419.127426	0.588953	0.003543	0.002086
	420.633507	0.589741	0.003550	0.002093
	422.138084	0.584127	0.003557	0.002078
	423.642982	0.589313	0.003559	0.002097
	425.148284	0.587128	0.003551	0.002085
	426.653099	0.586524	0.003552	0.002083
	428.158536	0.588873	0.003559	0.002096
	429.663117	0.586052	0.003554	0.002083
	431.167144	0.583513	0.003556	0.002075
	432.671826	0.587183	0.003558	0.002089
	434.177305	0.586363	0.003556	0.002085
	435.682974	0.588600	0.003555	0.002093
	437.186880	0.586275	0.003557	0.002086
	438.691861	0.587864	0.003549	0.002086
	440.197478	0.588295	0.003557	0.002092
	441.702577	0.584931	0.003557	0.002080
	443.207238	0.585995	0.003563	0.002088
	444.711739	0.585101	0.003551	0.002078
	446.216306	0.586293	0.003564	0.002089
	447.721992	0.588390	0.003547	0.002087
	449.226201	0.585822	0.003561	0.002086
	450.731011	0.584390	0.003557	0.002079
	452.237124	0.589384	0.003561	0.002099
	453.741649	0.590239	0.003552	0.002097
	455.246278	0.588813	0.003553	0.002092
	456.750667	0.584165	0.003562	0.002081
	458.255451	0.589223	0.003547	0.002090
	459.760323	0.583225	0.003562	0.002077
	461.265743	0.586062	0.003547	0.002079
	462.770806	0.584918	0.003559	0.002082
	464.275638	0.586811	0.003554	0.002085
	465.779847	0.589777	0.003543	0.002090
	467.284211	0.583110	0.003558	0.002075
	468.789590	0.584984	0.003551	0.002077
	470.293882	0.588305	0.003550	0.002088
	471.799051	0.586403	0.003555	0.002085
	473.303732	0.589568	0.003548	0.002092
	474.808325	0.588906	0.003541	0.002085
	476.313942	0.587614	0.003552	0.002087
	477.818963	0.586936	0.003544	0.002080
	479.323349	0.586940	0.003562	0.002091
	480.828412	0.586604	0.003550	0.002082
	482.332623	0.586126	0.003567	0.002091
	483.837267	0.587294	0.003558	0.002090
	485.341612	0.586303	0.003558	0.002086
	486.847276	0.588984	0.003559	0.002096
	488.352772	0.584938	0.003560	0.002082
	489.857226	0.585253	0.003561	0.002084
	491.362358	0.587128	0.003548	0.002083
	492.867727	0.588680	0.003560	0.002095
	494.371869	0.589516	0.003546	0.002090
	495.876696	0.588864	0.003561	0.002097
	497.380769	0.585920	0.003549	0.002079
	498.885794	0.585722	0.003560	0.002085
	500.390534	0.590659	0.003545	0.002094
	501.895292	0.583429	0.003554	0.002074
	503.400459	0.587687	0.003552	0.002087
	504.905350	0.585435	0.003552	0.002080
	506.409463	0.584560	0.003551	0.002076
	507.913922	0.582998	0.003558	0.002074
	509.418527	0.583219	0.003551	0.002071
	510.922411	0.584257	0.003559	0.002079
	512.427869	0.588062	0.003548	0.002086
	513.932720	0.584001	0.003561	0.002079
	515.436645	0.589839	0.003554	0.002096
	516.941803	0.586083	0.003552	0.002082
	518.446396	0.586217	0.003560	0.002087
	519.950060	0.587533	0.003549	0.002085
	521.455778	0.587202	0.003560	0.002090
	522.959902	0.586408	0.003547	0.002080
	524.465502	0.588441	0.003567	0.002099
	525.970111	0.587215	0.003563	0.002092
	527.475291	0.585660	0.003560	0.002085
	528.981814	0.585923	0.003559	0.002086
	530.486127	0.585504	0.003561	0.002085
	531.990814	0.587105	0.003565	0.002093
	533.495606	0.587199	0.003553	0.002086
	535.000468	0.584392	0.003557	0.002079
	536.506083	0.590094	0.003550	0.002095
	538.010214	0.587825	0.003560	0.002093
