300.0	0.6367
300.125	0.6375
300.25	0.6367
300.375	0.6375
300.5	0.6375
300.625	0.6407
300.75	0.6383
300.875	0.6375
301.0	0.6367
301.125	0.6375
301.25	0.6367
301.375	0.6367
301.5	0.6367
301.625	0.6367
301.75	0.6367
301.875	0.6367
302.0	0.6399
302.125	0.6367
302.25	0.6375
302.375	0.6367
302.5	0.6367
302.625	0.6367
302.75	0.6367
302.875	0.6367
303.0	0.6367
303.125	0.6367
303.25	0.6367
303.375	0.6367
303.5	0.6391
303.625	0.6375
303.75	0.6375
303.875	0.6367
304.0	0.6383
304.125	0.6367
304.25	0.6383
304.375	0.6367
304.5	0.6375
304.625	0.6391
304.75	0.6367
304.875	0.6375
305.0	0.6367
305.125	0.6383
305.25	0.6367
305.375	0.636
305.5	0.6375
305.625	0.6375
305.75	0.6367
305.875	0.6367
306.0	0.6375
306.125	0.6367
306.25	0.6367
306.375	0.6367
306.5	0.6375
306.625	0.6367
306.75	0.6375
306.875	0.6367
307.0	0.6375
307.125	0.6383
307.25	0.6367
307.375	0.6391
307.5	0.6383
307.625	0.6407
307.75	0.6407
307.875	0.6415
308.0	0.6415
308.125	0.6415
308.25	0.6399
308.375	0.6407
308.5	0.6415
308.625	0.6415
308.75	0.6415
308.875	0.6415
309.0	0.6415
309.125	0.6446
309.25	0.6415
309.375	0.6422
309.5	0.6407
309.625	0.6399
309.75	0.6415
309.875	0.6383
310.0	0.6415
310.125	0.6415
310.25	0.6415
310.375	0.643
310.5	0.6415
310.625	0.643
310.75	0.6415
310.875	0.643
311.0	0.6415
311.125	0.6415
311.25	0.6422
311.375	0.643
311.5	0.6422
311.625	0.6446
311.75	0.6422
311.875	0.6422
312.0	0.6446
312.125	0.6462
312.25	0.6462
312.375	0.6493
312.5	0.6462
312.625	0.6454
312.75	0.6462
312.875	0.6462
313.0	0.6462
313.125	0.6462
313.25	0.6501
313.375	0.647
313.5	0.6477
313.625	0.6462
313.75	0.6477
313.875	0.6454
314.0	0.6462
314.125	0.6462
314.25	0.6462
314.375	0.6493
314.5	0.6477
314.625	0.6509
314.75	0.6493
314.875	0.6517
315.0	0.6509
315.125	0.654
315.25	0.6517
315.375	0.6525
315.5	0.6525
315.625	0.6509
315.75	0.6509
315.875	0.6477
316.0	0.6501
316.125	0.6509
316.25	0.6501
316.375	0.6501
316.5	0.6509
316.625	0.6477
316.75	0.6509
316.875	0.6509
317.0	0.6509
317.125	0.6501
317.25	0.647
317.375	0.647
317.5	0.6462
317.625	0.647
317.75	0.6438
317.875	0.6462
318.0	0.6462
318.125	0.6438
318.25	0.643
318.375	0.6415
318.5	0.6422
318.625	0.6415
318.75	0.6399
318.875	0.6367
319.0	0.6383
319.125	0.6367
319.25	0.6367
319.375	0.636
319.5	0.6367
319.625	0.6391
319.75	0.6367
319.875	0.632
320.0	0.6367
320.125	0.632
320.25	0.6352
320.375	0.6352
320.5	0.6328
320.625	0.632
320.75	0.6328
320.875	0.6336
321.0	0.632
321.125	0.632
321.25	0.632
321.375	0.632
321.5	0.6312
321.625	0.632
321.75	0.632
321.875	0.632
322.0	0.6344
322.125	0.6312
322.25	0.6328
322.375	0.632
322.5	0.632
322.625	0.632
322.75	0.632
322.875	0.632
323.0	0.6305
323.125	0.632
323.25	0.632
323.375	0.6305
323.5	0.6312
323.625	0.632
323.75	0.6312
323.875	0.6312
324.0	0.632
324.125	0.6336
324.25	0.632
324.375	0.632
324.5	0.6344
324.625	0.6328
324.75	0.6352
324.875	0.6328
325.0	0.6344
325.125	0.6328
325.25	0.6328
325.375	0.6328
325.5	0.636
325.625	0.632
325.75	0.6328
325.875	0.6344
326.0	0.636
326.125	0.6352
326.25	0.6352
326.375	0.6336
326.5	0.6352
326.625	0.6367
326.75	0.6352
326.875	0.636
327.0	0.636
327.125	0.6352
327.25	0.6367
327.375	0.636
327.5	0.6352
327.625	0.636
327.75	0.6336
327.875	0.636
328.0	0.6352
328.125	0.6367
328.25	0.636
328.375	0.6344
328.5	0.6344
328.625	0.6367
328.75	0.636
328.875	0.6344
329.0	0.6344
329.125	0.6344
329.25	0.6344
329.375	0.6352
329.5	0.6367
329.625	0.6367
329.75	0.6352
329.875	0.636
330.0	0.6375
330.125	0.6367
330.25	0.6344
330.375	0.6352
330.5	0.6367
330.625	0.6367
330.75	0.6367
330.875	0.6367
331.0	0.6367
331.125	0.636
331.25	0.6367
331.375	0.6367
331.5	0.6367
331.625	0.6375
331.75	0.6344
331.875	0.6367
332.0	0.6367
332.125	0.6367
332.25	0.6367
332.375	0.6399
332.5	0.6375
332.625	0.6391
332.75	0.6391
332.875	0.6367
333.0	0.6407
333.125	0.6383
333.25	0.6383
333.375	0.6399
333.5	0.6391
333.625	0.6415
333.75	0.6415
333.875	0.6415
334.0	0.6415
334.125	0.6399
334.25	0.6415
334.375	0.6415
334.5	0.6415
334.625	0.6415
334.75	0.6415
