	-1.494883	-0.197271
	-1.490507	-0.197681
	-1.485735	-0.197656
	-1.480806	-0.197610
	-1.475781	-0.197537
	-1.470989	-0.197439
	-1.466156	-0.197233
	-1.461180	-0.197172
	-1.456349	-0.197030
	-1.451515	-0.196922
	-1.446699	-0.196825
	-1.441788	-0.196754
	-1.436870	-0.196698
	-1.432075	-0.196574
	-1.427242	-0.196484
	-1.422414	-0.196442
	-1.417519	-0.196404
	-1.412625	-0.196418
	-1.407718	-0.196398
	-1.402869	-0.196384
	-1.397945	-0.196333
	-1.393043	-0.196277
	-1.388201	-0.196241
	-1.383394	-0.196208
	-1.378489	-0.196201
	-1.373662	-0.196135
	-1.368898	-0.196052
	-1.364000	-0.195969
	-1.358874	-0.195830
	-1.354097	-0.195693
	-1.349313	-0.195561
	-1.344444	-0.195400
	-1.339543	-0.195284
	-1.334726	-0.195172
	-1.329961	-0.195049
	-1.325016	-0.194959
	-1.320140	-0.194868
	-1.315382	-0.194768
	-1.310606	-0.194659
	-1.305752	-0.194536
	-1.300861	-0.194396
	-1.296021	-0.194228
	-1.291143	-0.194097
	-1.286230	-0.194002
	-1.281436	-0.193827
	-1.276601	-0.193637
	-1.271755	-0.193345
	-1.266895	-0.192959
	-1.261885	-0.192523
	-1.256935	-0.192114
	-1.252222	-0.191764
	-1.247398	-0.191406
	-1.242401	-0.191063
	-1.237525	-0.190701
	-1.232728	-0.190385
	-1.228030	-0.190098
	-1.223186	-0.189842
	-1.218280	-0.189534
	-1.213523	-0.189245
	-1.208530	-0.189093
	-1.203626	-0.188973
	-1.198781	-0.188792
	-1.193928	-0.188656
	-1.189124	-0.188444
	-1.184220	-0.188213
	-1.179322	-0.187926
	-1.174465	-0.187660
	-1.169661	-0.187455
	-1.164783	-0.187210
	-1.159941	-0.186974
	-1.155110	-0.186737
	-1.150322	-0.186496
	-1.145411	-0.186248
	-1.140427	-0.185990
	-1.135575	-0.185853
	-1.130776	-0.185617
	-1.125788	-0.185373
	-1.120918	-0.185225
	-1.116104	-0.185055
	-1.111319	-0.184841
	-1.106409	-0.184593
	-1.101593	-0.184416
	-1.096773	-0.184255
	-1.091729	-0.184165
	-1.086910	-0.184100
	-1.081976	-0.183990
	-1.077150	-0.183812
	-1.072342	-0.183605
	-1.067435	-0.183474
	-1.062521	-0.183385
	-1.057708	-0.183251
	-1.052855	-0.183137
	-1.048063	-0.182934
	-1.043200	-0.182821
	-1.038371	-0.182685
	-1.033606	-0.182603
	-1.028737	-0.182512
	-1.023669	-0.182442
	-1.018895	-0.182389
	-1.014072	-0.182267
	-1.009265	-0.182202
	-1.004368	-0.182082
	-0.998703	-0.181992
	-0.989912	-0.181916
	-0.981273	-0.181804
	-0.976322	-0.181600
	-0.971506	-0.181453
	-0.966544	-0.181259
	-0.961735	-0.181123
	-0.956921	-0.181038
	-0.952038	-0.180928
	-0.947276	-0.180838
	-0.942201	-0.180706
	-0.937212	-0.180556
	-0.932419	-0.180404
	-0.927545	-0.180276
	-0.922552	-0.180089
