	-1.494893	-1.440297
	-1.490506	-1.435690
	-1.486144	-1.431197
	-1.481683	-1.426655
	-1.477209	-1.422011
	-1.472720	-1.417385
	-1.468260	-1.412787
	-1.463903	-1.408297
	-1.459425	-1.403720
	-1.455091	-1.399300
	-1.450712	-1.394788
	-1.446237	-1.390207
	-1.441869	-1.385745
	-1.437451	-1.381230
	-1.433003	-1.376736
	-1.428642	-1.372327
	-1.424293	-1.367905
	-1.419893	-1.363495
	-1.415600	-1.359150
	-1.410930	-1.354475
	-1.406627	-1.350111
	-1.402202	-1.345615
	-1.397714	-1.341043
	-1.393293	-1.336536
	-1.388868	-1.332074
	-1.384516	-1.327723
	-1.380154	-1.323297
	-1.375665	-1.318811
	-1.371325	-1.314481
	-1.366951	-1.310089
	-1.362437	-1.305580
	-1.357928	-1.301083
	-1.353602	-1.296745
	-1.349191	-1.292353
	-1.344827	-1.288022
	-1.340362	-1.283571
	-1.336025	-1.279254
	-1.331639	-1.274897
	-1.327168	-1.270447
	-1.322810	-1.266164
	-1.318472	-1.261855
	-1.314109	-1.257524
	-1.309724	-1.253203
	-1.305304	-1.248822
	-1.300855	-1.244412
	-1.296518	-1.240141
	-1.292015	-1.235659
	-1.287583	-1.231263
	-1.283288	-1.227029
	-1.278876	-1.222675
	-1.274492	-1.218374
	-1.270106	-1.214013
	-1.265622	-1.209590
	-1.261270	-1.205291
	-1.256831	-1.200863
	-1.252488	-1.196539
	-1.248113	-1.192231
	-1.243692	-1.187822
	-1.239198	-1.183367
	-1.234853	-1.179110
	-1.230406	-1.174746
	-1.226141	-1.170557
	-1.221808	-1.166224
	-1.217399	-1.161881
	-1.213042	-1.157668
	-1.208494	-1.153188
	-1.204036	-1.148815
	-1.199666	-1.144521
	-1.195194	-1.140094
	-1.190797	-1.135812
	-1.186443	-1.131527
	-1.182105	-1.127266
	-1.177655	-1.122858
	-1.173281	-1.118549
	-1.168796	-1.114113
	-1.164355	-1.109794
	-1.159999	-1.105447
	-1.155581	-1.101106
	-1.151286	-1.097070
	-1.146891	-1.092739
	-1.142364	-1.088161
	-1.137973	-1.083849
	-1.133537	-1.079464
	-1.129073	-1.075080
	-1.124613	-1.070649
	-1.120251	-1.066332
	-1.115863	-1.062076
	-1.111555	-1.057858
	-1.107042	-1.053460
	-1.102773	-1.049244
	-1.098342	-1.044885
	-1.093766	-1.040341
	-1.089332	-1.036031
	-1.084920	-1.031742
	-1.080570	-1.027428
	-1.076192	-1.023176
	-1.071725	-1.018773
	-1.067408	-1.014637
	-1.063016	-1.010288
	-1.058527	-1.005829
	-1.054172	-1.001656
	-1.049836	-0.996951
	-1.045017	-0.992116
	-1.040190	-0.987399
	-1.035324	-0.982761
	-1.030501	-0.978016
	-1.025629	-0.973062
	-1.020713	-0.968241
	-1.015910	-0.963558
	-1.011041	-0.958892
	-1.006282	-0.954202
	-1.001380	-0.949372
	-0.996054	-0.944673
	-0.987335	-0.939882
	-0.981718	-0.931476
	-0.976703	-0.925885
	-0.971811	-0.921041
	-0.966939	-0.916277
	-0.962091	-0.911552
	-0.957242	-0.906810
	-0.952358	-0.902077
	-0.947593	-0.897440
	-0.942550	-0.892567
	-0.937538	-0.887628
	-0.932758	-0.882949
	-0.927857	-0.878166
	-0.922908	-0.873328
	-0.918008	-0.868578
	-0.913146	-0.863829
	-0.908296	-0.859098
	-0.903322	-0.854271
	-0.898397	-0.849424
	-0.893599	-0.844740
	-0.888728	-0.839995
	-0.883808	-0.835195
	-0.878949	-0.830461
	-0.873903	-0.825531
	-0.869055	-0.820819
	-0.864112	-0.816004
	-0.859200	-0.811217
	-0.854318	-0.806460
	-0.849436	-0.801724
	-0.844483	-0.796885
	-0.839658	-0.792191
	-0.834785	-0.787444
	-0.829926	-0.782723
	-0.824841	-0.777791
	-0.819936	-0.773006
	-0.815167	-0.768376
	-0.810194	-0.763535
	-0.805233	-0.758691
	-0.800464	-0.754076
	-0.795590	-0.749342
	-0.790692	-0.744589
	-0.785843	-0.739906
	-0.780919	-0.735100
	-0.776137	-0.730447
	-0.771228	-0.725671
	-0.766397	-0.720995
	-0.761539	-0.716263
	-0.756518	-0.711384
	-0.751670	-0.706669
	-0.746718	-0.701825
	-0.741857	-0.697087
	-0.737044	-0.692417
	-0.732172	-0.687706
	-0.727217	-0.682957
	-0.722296	-0.678248
	-0.717383	-0.673482
	-0.712578	-0.668802
	-0.707562	-0.663949
	-0.702693	-0.659202
	-0.697932	-0.654589
	-0.692951	-0.649784
	-0.688157	-0.645097
	-0.683363	-0.640451
	-0.678500	-0.635726
	-0.673435	-0.630817
	-0.668511	-0.626062
	-0.663642	-0.621359
	-0.658847	-0.616744
	-0.653844	-0.611915
	-0.648942	-0.607192
	-0.644126	-0.602554
	-0.639165	-0.597776
	-0.634195	-0.592998
	-0.629358	-0.588306
	-0.624498	-0.583576
	-0.619647	-0.578922
	-0.614696	-0.574133
	-0.609818	-0.569377
	-0.604798	-0.564436
	-0.599890	-0.559694
	-0.594971	-0.554911
	-0.590068	-0.550226
	-0.585214	-0.545510
	-0.580327	-0.540877
	-0.575400	-0.536138
	-0.570547	-0.531440
	-0.565764	-0.526871
	-0.560842	-0.522131
	-0.555704	-0.517178
	-0.550883	-0.512516
	-0.546042	-0.507866
	-0.541130	-0.503178
	-0.536275	-0.498492
	-0.531380	-0.493813
	-0.526559	-0.489196
	-0.521579	-0.486751
	-0.516727	-0.479976
	-0.511884	-0.475484
	-0.507018	-0.470649
	-0.502187	-0.465998
	-0.497247	-0.461319
	-0.492391	-0.456669
	-0.487381	-0.451878
	-0.482495	-0.447195
	-0.477589	-0.442512
	-0.472799	-0.437867
	-0.467951	-0.433340
	-0.463055	-0.428864
	-0.458134	-0.423861
	-0.453207	-0.419084
	-0.448412	-0.414444
	-0.443498	-0.409741
	-0.438451	-0.404967
	-0.433647	-0.400458
	-0.428808	-0.395823
	-0.423882	-0.391211
	-0.419136	-0.386558
	-0.414303	-0.381833
	-0.409481	-0.377307
	-0.404330	-0.372983
	-0.399421	-0.367702
	-0.394616	-0.363149
	-0.389722	-0.358452
	-0.384720	-0.353735
	-0.379901	-0.349202
	-0.375012	-0.344462
	-0.370043	-0.340067
	-0.365109	-0.335217
	-0.360247	-0.330514
	-0.355438	-0.325906
	-0.350491	-0.321230
	-0.345556	-0.316554
	-0.340763	-0.312079
	-0.335730	-0.307350
	-0.330839	-0.302665
	-0.325951	-0.298040
	-0.320984	-0.293415
	-0.316189	-0.288816
	-0.311279	-0.284214
	-0.306415	-0.279661
	-0.301529	-0.275031
	-0.296674	-0.270444
	-0.291754	-0.265838
	-0.286698	-0.261183
	-0.281791	-0.256508
	-0.276984	-0.251798
	-0.272117	-0.247218
	-0.267127	-0.242551
	-0.262327	-0.238003
	-0.257424	-0.233405
	-0.252548	-0.228814
	-0.247621	-0.224209
	-0.242771	-0.219674
	-0.238020	-0.215228
	-0.233085	-0.210641
	-0.228158	-0.206032
	-0.223367	-0.201547
